Preco,Quartos,Suítes,Área Útil (m2),Vagas,Education,Entertainment,Financial,Healthcare,Sustenance,Transportation,Others
200000,3,0,67,1,0,0,0,0,0,16.63913216444988,0.2146572382198883
250000,1,0,33,1,2.4475099231878725,0.7063732335773673,0.7946703218477665,4.384667668983546,4.05296191303279,29.371181874329544,0.6583031113608007
1500,0,0,30,0,0,0,0,0,0.031676544575857404,10.54375926660263,0.32822606016477673
550000,4,1,180,1,1.4585825768180747,0.6672063134615442,0.7611624067653504,1.2943041909812811,7.745196159478528,34.50238366762457,2.140079346041817
380000,3,1,60,1,1.695624908745117,2.328855258301935,0.6372521539121425,0.3968310544345169,6.434632134757355,25.279613411072095,2.6139445507406895
368782.13,3,1,63,1,0,0,0,0,0,27.30669092040101,0
405000,3,1,61,1,0.8874331175347501,0.3177587116970102,0.6609321281368146,1.9938046905849425,1.992000097731867,25.8557417398555,0.4410321689592397
420000,3,1,72,1,3.866095988093004,1.090415793471092,1.3045005998073183,4.574965975653688,11.102850007476215,35.70226536903713,1.2781100113748907
420000,3,1,72,1,0.6917370169647321,0.5041825425402201,1.377501004964867,1.867925504054754,7.13358800770855,36.15227479452593,1.635513898760741
492562,1,1,53,1,0.47063112591904294,0.4513557869877093,0.4088759938069368,0.7305757228830759,1.0469371992911913,17.897058147955086,0
415000,3,1,72,1,0.4905303258008629,1.351423341362569,1.1234795602229204,2.835736458738264,5.244671786499946,37.376412391699304,0.009445709401559952
630000,3,1,106,2,0,0,0,0,0,0,0
340000,2,1,57,1,0,0,0,0.053284453952877016,0.12370443095094663,24.629124131366957,0.5312415790490549
550000,3,1,105,2,0.4863491694299393,0.1352584403363195,1.8179742627212276,1.9323308254506155,5.2419226364293845,32.517973366376985,1.150560124744645
380000,2,1,66,1,0.309342384640598,1.6576786666913548,0.007162204103499334,0,0.7968550707634304,78.30666279687068,2.739675023516903
380000,2,1,62,1,0,0,0,0,0,0,0
330000,3,1,75,1,0,0,0,0,0,22.418923707146547,0
450000,2,1,88,1,2.751742237649582,0.39584910964337255,0.8811520719889431,2.4832202983398743,4.958711270160007,24.408729949825446,1.3425855997958553
360000,2,1,54,2,0,0,0,0,0,0,0
492562,1,1,53,1,0.47063112591904294,0.4513557869877093,0.4088759938069368,0.7305757228830759,1.0469371992911913,17.897058147955086,0
799000,4,2,128,2,0.5461341127355612,1.8696916001679562,0,0,1.9047123167947808,16.15591088881567,0.6361380124933798
300000,2,1,97,1,0.7594036145341831,1.0953573045748553,0,0,1.3749900635457464,25.812714730513118,1.0793331959399386
140000,2,0,58,1,0,0.033380753459857145,0,0,0.6280026547384803,24.141564380683956,0.11295786973408235
250000,3,1,101,1,0.7691032374704272,0.044481346193819035,0,0,3.3690752980280414,17.62075763828837,0.7953157901759448
320000,3,1,64,1,0,0,0,0,0,0,0
600000,4,3,125,3,0.22705785567876569,1.2284682085631002,1.386952636388502,2.846235380304539,4.483039019786847,40.68286470968661,0.06134364530326297
225000,1,1,47,1,0,0,0,0,0,0,0
185000,0,0,29,1,2.477935000586517,1.0055791186877558,0.45669091890994024,2.8972910979193367,7.081031885510666,24.624845589914283,0.9856175981152595
380000,3,1,62,1,0.23971878561532356,0,2.7453167062899935,2.1310685944953134,1.254330673376347,28.359858086090185,0.5600660223505529
950000,4,2,145,2,4.57315531553856,0.9860986528953336,1.0666221320525806,3.9383816958940243,9.544753096750538,37.62729260879962,1.0300101825935801
320000,4,1,110,1,0,0,1.173940150417271,0.1080840507647497,0.38472942675155525,22.32854777158783,0
1200000,4,1,200,2,0.24983507931433313,2.3078675958187858,0,0,0.7842094156931628,11.662756933282857,0.49720235606036156
300000,3,2,60,1,0,0,0,0,0,0,0
320000,2,0,47,1,0.4438966334139403,0.8095121709504326,0.6944002910800575,1.4778005420509066,1.4764322792170526,17.51616224639575,0
2100000,7,0,1100,20,0,0,0,0,0.5968960503582287,23.018150029288996,0.2139621873045419
250000,2,1,80,1,1.3325760455177196,2.191082712599812,1.201766302078609,0.03226882714539136,4.766483140965956,29.514758132712004,2.9058276797356664
380000,3,1,91,1,1.289703855871807,2.677958856411571,0.6317530540554042,0.6109460676959682,6.79344049615788,28.849335580853552,2.234244596213455
550000,3,1,90,2,0.3228499280007836,0.5133003322758001,0.3902098094206118,1.0510628525110037,1.2319968738252052,13.48930576907296,0
750000,4,2,236,2,0,0,0,0,0,0,0
328600,3,1,64,2,0.6901471389078364,1.0453073721586432,0.4135240930354735,0.9124642573919757,3.5803595584442593,11.360812297579866,0.8169224826516122
470000,4,2,160,2,0.2889647463329244,0.21831917175042828,0.7177349622895918,0.3506938690101607,3.7446647099345776,21.98255166141285,0.5708045057532486
260000,2,0,66,1,3.5411871561685757,1.3942294028567725,0.19834931125555147,3.7392834712128087,7.270339779008487,35.96435409352512,1.1034976908617202
340000,2,0,82,1,2.2187998264936053,0.7048811025572912,1.8228715375109,4.710351750290453,4.071724080376738,29.970598422288905,1.0065849054795606
360000,2,1,62,1,2.97472115070025,0.8576801188135903,0.37284348583592136,3.1772681428289697,7.866374624049378,27.234166283481603,1.1260934406033434
280000,1,0,38,1,2.8639735813883944,0.36753338129566815,0.6069824023344754,4.613195494428567,3.0713899484923,24.15977709795646,0.3778498809536876
340000,2,0,60,1,1.3438153819871987,0.5506286225124422,0.013279000776676753,3.2443225742469717,2.1298735507216167,28.54410204870515,0
370000,3,1,100,1,1.9063914690936565,0.32535670755085677,0.01628939675719539,0.5260246452706712,2.858708738669013,17.36336869938877,0.18789199318063354
590000,3,1,150,2,0.7120650369439158,0.6227656708787115,1.0765952768622877,1.5979159416293793,7.345735268478585,36.40264031979041,1.6350685617777068
350000,3,1,68,1,0,0,0,0,0,0,0
320000,2,1,63,1,0,0,3.087119017761663,0,0,24.469996981394498,0.12212431566397493
400000,3,1,72,1,1.8539915499594422,0.6164954129855675,2.3365487173996042,4.567639090068142,3.7706042349248983,29.268633197805077,1.0928945619360113
540000,3,1,89,1,0,0.5437588426515265,0.19033184070894857,1.8272391352981079,1.3182831035187523,9.243540930163972,0
550000,3,1,82,2,0,0,0,0,2.5961138226004095,12.738107335934604,0
330000,2,1,50,1,1.9833138607588345,0.5432263492228527,4.130175309300922,5.079019537588271,5.278760388548324,34.17755429330168,2.3646416536791506
340000,3,1,83,2,0.765288088879011,0.944827063206408,0,0,2.6990705456846147,18.6997854740805,0.6590917951747728
320000,2,1,73,1,0,0,0,0,0,0,0
290000,3,1,85,1,3.3468605685053365,0.7247221797552154,1.0158714607809287,1.956764426964257,7.9529922252058345,36.32543046018998,0.7605736669745065
649427,3,1,104,2,2.1059281550767173,0.24977400116870546,0.8004024156559467,0.9013479746935774,2.6881501354310102,23.775036975745664,0.24306351297251091
350000,3,0,88,1,0.3944095982304192,0.8504108799387282,0,0,0.9676946181422383,23.647877067214452,0.7486014145096529
340000,3,1,83,2,0.765288088879011,0.944827063206408,0,0,2.6990705456846147,18.6997854740805,0.6590917951747728
390000,3,1,66,1,0.7610389128223163,2.0452193879606306,0,0.46901560453328034,2.908902589561667,22.671587938196364,0.5788531169601719
290000,3,1,94,1,1.8883876999104696,0.45457828888655105,0.4990324237877892,0.9594361540903555,7.017837167034773,29.576079463628513,1.8248096596531354
365000,3,1,70,1,1.4100962148740057,1.0996532404454682,0.48792586485778167,0,2.5503300028842277,23.276177917401508,1.7098378841354929
250000,1,0,40,1,0.4873990360900125,0.7674950593479686,0.711409935047644,1.4199352006116106,1.4822920320015665,18.438523462702673,0
289000,3,1,64,1,0,0,0,0,0,0,0
320000,1,1,24,1,0.3803841438283747,2.5497549668383046,1.750595369841252,0.19341997435618122,5.157401045591609,30.482856091886834,2.772561987312402
660000,3,1,86,2,3.860919122714543,1.0913805165202783,1.311020981363687,4.39524786005073,11.11252394967205,36.3450104367347,1.252088029008231
270000,1,1,29,1,0.7661554391180815,1.9146898421311316,0.02311878403673552,0,1.838744690062763,19.129086094580195,0.8284239096036752
255000,1,1,38,1,0,0,0,0.3495495354129752,0,22.909720819486324,0.27099083014054576
200000,2,0,90,0,0,0,0,0,0,0,0
640000,3,1,102,2,2.8841268958031927,0.9085079330479727,1.7302510935686275,5.259730663241564,4.566324543148678,29.98977274509368,1.212757258097348
370000,2,1,62,1,3.4660404984025046,1.0005049906491243,0.9257737919592991,4.862652764732678,9.829532329144286,30.701372355128075,1.461417537152959
220000,0,0,31,1,1.2569843382838122,0.9113380619042278,0.05792050405255077,3.0029076043342915,3.594382877357465,28.687718319519515,0.11557696635282036
480000,3,1,75,1,3.1801934345151137,0.8917224032088181,1.4661779447044863,5.236586812294848,4.890593599815473,28.9172904155779,1.2411164949863482
880000,0,0,103,3,1.9045024436549358,0.2926202266026612,2.0835861612123203,3.7486504703328634,1.3178221746675818,29.25958644902685,0.27955210519365403
680000,3,1,121,2,0.3222104201551466,0,0.5510883432595002,0.49300543963706533,0.30043021765838174,28.291928960779025,0.20195538119620618
350000,3,0,69,0,0,0,0,0,0,0,0
650000,3,1,211,2,1.7541114737460024,1.0913619645039523,0.08396260191177543,1.5583133811606422,7.7958201733231665,36.00915045012479,1.6168220166136746
320000,3,1,69,0,1.4777688871533698,1.6230487905041997,0.4942249220471029,1.3199026227870934,6.02751623331937,15.807355661413478,1.5254815974647522
1003680,4,2,128,2,0,0,0,0,0,0,0
270000,3,1,70,1,0,0,0,0,0.33907907413919486,25.145811049014153,0
380000,3,1,71,1,0,0,0,0,0,0,0
315000,2,0,60,1,0,0,0,0,0,0,0
439000,3,0,66,0,0,0,0,0,0,0,0
400000,3,1,79,1,0,0,0,0,0,0,0
650000,3,1,124,1,3.5612971867394227,0.6347961675938156,1.168156888659992,4.029485227908717,5.04266417187255,25.60352163742248,1.3593239211851518
310000,3,1,68,1,2.532132873654489,0.045523674007641145,0.913926524918977,1.2235107625075934,3.060198879810009,33.115767934471876,0.21286226393954655
850000,3,1,105,2,0,0,0,0,2.740249663899554,13.625616166055021,0.31400793009143785
300000,2,0,46,1,0.6651181406631521,0,3.1941851692520076,2.8921621086191474,4.342125667923526,31.891068347070995,1.234401388323143
100000,2,0,54,1,0.041737930692384115,0,0,0,0,7.027858380832531,0
560000,3,1,123,1,0.22626786042307015,0.7307787193969812,0.6337357042485998,1.3094981785163196,0.9363417022986533,13.467248122722088,0
370000,2,1,48,1,1.5988186681748524,2.1180366147668983,1.072118339012618,0.14516510580085618,5.690340701083461,29.058447825846873,2.9407323284078553
620000,3,1,91,2,0,0,0,0,0,0,0
260000,2,0,65,0,0.1479785726179175,1.5550420303026855,0.07153427292014669,0.5382878837431486,0.27580601384086617,37.62235567719879,3.437803741365215
455000,3,1,77,2,0.6551257802711666,0,3.4393681722116565,2.9509057166284216,3.847699340504143,31.000756072732884,1.1149262118029972
290000,2,0,52,1,0,0,0,0,0,0,0
300000,2,0,85,1,1.7664904927589216,0.5378873694817576,0.9670984125824338,1.4314175451208457,7.370952117319596,32.49236132826044,2.26212251384746
420000,3,1,82,1,1.9626530034478407,0.26347380237963947,0.4878254702443385,0.8575709212271923,6.128281121059107,27.292030486549873,1.5206655920694534
460000,2,1,89,1,1.0591945563006442,0.8733039247731367,0.22475643233753465,3.079006673316412,4.509493521271076,28.908601649390047,0.27721953518260206
570000,3,1,86,2,2.9243453165550894,1.1166187820058817,0.7665340392270765,4.221474305948638,9.25208076437567,28.408643990200076,1.441071469604681
630000,3,1,107,1,1.2617743606795944,0.5052091321279735,1.7215342585007398,2.2939418967585765,7.232759177092868,35.14496213844212,2.1839995708622317
380000,2,1,59,1,1.289703855871807,2.677958856411571,0.6317530540554042,0.6109460676959682,6.79344049615788,28.849335580853552,2.234244596213455
800000,3,3,163,2,0.4360157111035544,3.111180929195111,0.13940355663938886,0,0.6328457497586056,13.929997079391113,1.1015663877343242
900000,4,4,137,2,0.0451219492012375,0.715026168501626,0.35967676767576334,1.8847260275646125,1.3691714650389875,11.360077185609923,0
830000,4,2,186,2,1.3289262483937767,0.5503262957717758,0.2598230975942788,3.5468404885549547,3.607284168117629,27.110322486992633,0.35386247787884556
385000,3,1,200,2,0,0,0,0.3219507517659647,0,23.29615929254956,0.26002712560368857
290000,2,1,50,1,0.0749022799331633,1.1411169078275394,1.4197797594911146,2.8805973606864437,3.450266305215637,41.56151570635863,0.2475288538759329
699000,4,3,125,3,0.4600201275646141,1.4343594053687287,0,0,1.8879174607154068,14.411881453914482,0.5064423739203262
180000,3,1,60,1,0,0,0,0,0.42822106522940273,17.049284963198957,0.1352894907137786
582000,3,1,99,2,0.6065684532015013,0.5300107672158189,0.3846595983721684,0.4656643973110447,0.7590822264079576,22.800825724846938,0
345000,2,1,50,1,0,0.37211529681389766,1.1582257672945175,0.9798191057270587,2.360519343497463,34.27319447174835,0.017599029165837804
370000,3,1,73,1,1.900009162645324,0.44501466825418257,0.019924200639686092,0.8879818653108216,3.8449793640758987,18.881743586072634,0.23681335138528095
1350000,4,2,190,2,0,0,0,0.21564346582189103,2.317613223680562,11.451184343202746,0
735000,3,1,112,2,0.1469815955430704,0.5779624739935971,1.0097919033830345,0.8912462194682857,6.0965121371603255,28.285515018708562,0.623503270230196
330000,3,1,70,1,0,0,0,0,0,25.932782144250528,0
900000,3,3,130,2,0.49895823000778583,1.3514037010170055,1.116545922975628,2.791937193369553,5.345037901904401,37.0848430783562,0.028169099362831275
336000,2,0,58,0,0,0,0,0,0,0,0
250000,2,1,89,1,1.19133399616793,0.9820935522196791,1.2394777201979377,0,3.3954924322299314,25.94277544213926,0.06023882510853173
340000,2,1,52,1,3.6643950555767093,1.0971406703276623,1.362004856984988,4.017312468347425,11.273145780169383,37.503806647161944,1.267447366640873
510000,3,1,81,2,0.899086346190377,1.253754785388848,0.5094924864124093,2.6107118132028746,5.014253392270282,31.546177757878695,0.1133772006167053
199000,1,0,27,1,1.7511180081608109,1.7234773289134369,0.3429369781945702,0.19411774331433845,4.857601650556747,20.06086378599555,2.2724730742557004
640000,3,1,106,2,0.4845134762792736,0,2.108761275757036,1.9241081529791337,3.9665037944035926,30.062856796020323,0.8057603010698702
420000,3,1,67,2,1.1222449096639533,1.1003753346217469,0,2.4242814170723017,3.2200029889541693,29.14770715157712,0
460000,3,1,89,2,1.0087115966463343,2.046955230931786,0.20668974181247643,1.0064814958017019,5.402946382265786,15.459769224794272,1.24637718061187
580000,3,1,98,2,1.2635487273973136,0.8703176449147829,0,2.9454945451294074,3.0169631363376324,28.45767857452155,0.06416154023601132
680000,3,1,93,2,2.900952201813453,0.6989537401843074,0.3649679035442948,2.9615596232891748,7.726512063755402,26.351636363801585,1.0252923865449868
285000,3,1,71,1,0.3434642604034618,0.1818324696482008,1.723701362929507,0.7779808963680233,5.410245727844693,26.449013504445777,0.01927520331044161
880000,4,2,158,2,0,0,0,0,0,31.6272155700306,0.17047491677390406
270000,3,0,67,1,0,0,0,0,0,23.500269347581394,0
850000,4,2,172,2,0.22705785567876569,1.2284682085631002,1.386952636388502,2.846235380304539,4.483039019786847,40.68286470968661,0.06134364530326297
750000,4,3,282,3,0.7456650177439329,1.0822540810002699,0.41803677300537345,0.9609949147855514,0.9760679189067836,31.204817511456753,0
990000,4,3,205,3,1.1472455218230537,0.5998073436310418,0,2.314844570137682,1.8263944394135847,29.095086890711237,0
290000,2,0,65,1,1.223302982835917,0.37906973201778693,0,0.8009295769299845,2.378535715374621,32.39431695709522,1.4670286358863676
299000,1,1,43,1,0.42215378195363984,0.20909491841316127,0.751652227811179,0.36757947415226755,3.66887611108931,21.847705906311898,0.6481205646875954
195000,3,0,92,1,1.1076305832897542,1.3059974472848834,1.0657823650525837,0.8911581491852274,0.8777448367932608,30.110532629509763,1.4864938498494933
175000,3,1,68,1,0.8846581334081548,1.239835811892982,0,0,0.5590809476322519,21.969103845562604,1.1611779938820397
260000,2,1,55,1,0,0,0,0,0,0,0
930000,4,2,300,4,0.11687497230434837,0.8130144274145346,0.489829211963246,1.6956029425456025,1.1391865997401562,12.845788264654267,0
900000,5,2,270,3,0.1734214871109748,0.6562101054285788,1.0833419692889128,0.9523277501058605,6.598416377616655,29.81146786379367,0.5711483935341832
589000,3,1,137,2,1.3600523239083557,2.6561521589895096,0.6637963525829926,0.5776046944965179,6.866385363500949,28.541158523419366,2.35212839580083
340000,2,1,62,1,0,0,0,0,0,0,0
480000,3,1,96,2,0.9193919325395519,2.7277221187205676,1.7557455211133517,0.19977050891125578,5.951394224198563,33.02743898273221,3.2931644591435028
450000,3,1,106,1,0.5419995220672987,1.0051956135770816,0,0,2.14354274920806,14.632050628991326,0.4876175615334106
880000,3,2,127,2,0,0,0,0,0,0,0
623500,3,0,87,2,0,0,0,0.02029401444093537,1.40609443536992,13.129017796784996,0.8053831461986702
650000,4,1,130,2,4.462375519548376,1.216268257416298,0.6798476377702802,4.370193864567017,8.682566288195593,36.349673981761256,1.128312177086373
260000,1,1,33,1,0,0.26214170267500037,0.03962085888838851,0.6802260926930892,0.8058665547420711,4.620270894298136,0
420000,3,0,80,0,1.924044447980515,0.4314895029551784,0.004799854496483818,0.802066837336019,3.614853590861921,18.38422055220366,0.1988351135918484
260000,3,1,90,1,1.7024835488552565,0.43981965165291637,0.679651849468391,1.644621608112935,7.329014204827155,38.41524429944637,1.2040247406455422
480000,3,0,100,0,0,0,0,0,0,0,0
330000,2,1,45,1,0.6997394052366628,2.1508722332452583,0,0,1.65953462273826,18.100778557040307,0.8234245837309724
490000,3,2,90,2,2.2703416185605545,0.42572046446015965,0.17539025926174087,1.6027760426723638,6.350760782124018,25.28371471929822,0.8919375314329758
590000,3,1,96,2,0,0,0,0,0,0,0
900000,4,3,143,2,0,0,0,0,0,0,0
1050000,4,4,153,3,1.7003024084742089,0.9599412200980149,0.49392304081171384,2.514523645034435,5.894743649224838,26.211403828555238,0.9748054733624698
367551,0,0,37,1,0,0,0,0,0.031676544575857404,10.54375926660263,0.32822606016477673
252500,2,0,48,1,1.3730016100057885,1.775097014619676,0.012483048791812052,0.2236749282603962,3.661473895146327,17.039607258459263,1.4062560023439719
980000,4,4,176,3,0,0.5782877619254742,0.8376837024294853,0.05196847097529223,1.7618375588288688,63.05581966539441,12.019002501405204
430000,3,1,75,1,0.7963175922918846,1.8513190541945046,0.055973996016327875,0,1.860763251709128,19.6006411712948,0.8340033654134542
1500000,4,2,221,3,0.3550425463491864,2.600574794330048,1.413643275578798,0,3.356668211929217,26.006976888725163,2.4794798366267203
240000,1,1,43,1,0.6269977738600895,0.8737120535885252,0.4486459930972935,0.9131189367632785,0.8350082351593615,28.612095682945583,0
870000,3,3,142,2,1.048050318610941,2.613938118093211,0.38509798414033103,0.6716739557885626,5.757311554203358,27.96319101560312,1.6173642541555948
650000,3,1,149,2,0.11687497230434837,0.8130144274145346,0.489829211963246,1.6956029425456025,1.1391865997401562,12.845788264654267,0
360000,3,1,109,1,1.6601331335170215,0.549405409056548,0.18012680099700162,1.2175075808907838,3.336623697312986,20.814946885436132,0.4440731359826571
420000,3,1,70,1,0,0.65703213107018,1.4778382916116821,1.3594318144932764,3.3163176891472608,37.68837426784546,0.019944305261617615
395000,3,1,145,2,3.3600222407620333,0.7763827358415999,1.843475393062275,4.7329153908822486,5.417380726642337,28.780420533778326,1.730710164480033
300000,3,2,70,1,0,0,0,0,0,25.932782144250528,0
510000,3,1,148,1,0.9075013339112854,2.6560778067931334,0.3879742599755576,0.8088545728287163,5.599035794888507,30.399195771497034,1.3640823853292332
352500,3,1,58,1,0,0,0,0,0,0,0
452100,0,0,41,1,0,0,0,0.8181381000074596,1.8377676529312537,10.812739204316854,0
220000,2,0,70,1,0.31631053359492667,0,0,0.2101226420591694,1.0297955727364796,19.577243916837716,0
600000,3,2,104,2,0.4333083428011797,1.9570208188126657,0,0,1.637614971820852,14.682256700306569,0.57806107918743
260000,1,0,30,0,0.6724358311944523,0.5549139655988395,0.5125923141142827,0.6850094724478484,0.9766732715786348,23.041996913854607,0
360000,2,0,80,1,1.4615163380144205,0.5984039354982859,0.7402044535776994,1.9677019983166588,7.554949816877082,40.46563276128188,1.3684618230837722
315000,2,0,55,1,0.9356680640606664,2.050274420537066,0.34082895799541324,0,1.6293024592329517,21.54952023922784,1.0656842966373623
386146,3,1,58,1,0.03349267923669231,1.0636354431067547,1.7148900136664276,2.34491198860127,4.246817624499397,41.563485481073855,0.1194506136035185
500000,3,1,82,2,0,0,0,0,0,0,0
850000,4,2,130,2,0.5412447291179223,1.3678837016146743,1.026401230419869,3.0109352326383054,4.876471078740057,37.77018676675256,0
320000,3,1,59,1,1.1458483623952178,0.8095157215108376,0,2.306625970146946,1.7964751202445115,28.735494020667268,0
1690000,4,4,230,3,0.7340911187896373,0,0,0.08641479798298088,0.11213454460198068,26.003500565094708,0.09207144595326941
554000,3,1,65,1,2.0375819339308316,1.0757351171155463,0.5596084075289893,2.9430430934871907,7.023768118913036,26.098993368218306,1.0356250899049715
420000,3,1,106,1,0,0,0,0,0,0,0
265000,2,0,55,1,1.2736045744571558,0,0.529464873003423,1.7638295716475103,2.158781184347403,20.627589542498363,0.6012742153415332
1950000,0,0,234,0,0,0,0,0,0,0,0
574000,3,1,89,2,0,0,0,0,0,0,0
950000,4,2,268,5,0,0,0,0,0,25.96059453759063,0.7089665069293001
1100000,4,4,170,3,0.07106987689765572,0.1014616273557965,0.14079727006110454,0,0.13143492688070307,16.385780553813337,0
